appraisal_id,organization_name,property_type,loan_type,created_at,qc_versions,revision_exists,lender_revision_exists,minutes_cycle_time,minutes_in_review_v1,minutes_in_queue,rules_run
APR-002541,Delta Appraisal,Townhouse,Refinance,2025-07-23 11:04:14,2,1,False,618,9.0,14,84
APR-002542,Forest Appraisal,Multi-Family,Refinance,2025-09-08 11:04:14,1,1,False,229,16.0,213,50
APR-002543,Forest Appraisal,Multi-Family,Purchase,2025-08-31 11:04:14,1,1,True,177,34.0,143,138
APR-002544,Delta Appraisal,Manufactured,Purchase,2025-09-09 11:04:14,1,1,True,47,38.0,9,126
APR-002545,Forest Appraisal,Townhouse,Purchase,2025-07-28 11:04:14,3,1,True,642,26.0,196,132
APR-002546,Horizon Appraisal,Single Family,Refinance,2025-07-28 11:04:14,1,0,True,170,14.0,156,53
APR-002547,Ocean Appraisal,Condo,Refinance,2025-07-28 11:04:14,1,0,False,21,10.0,11,66
APR-002548,Delta Appraisal,Manufactured,Purchase,2025-08-22 11:04:14,2,1,False,504,35.0,12,147
APR-002549,Horizon Appraisal,Multi-Family,Refinance,2025-07-18 11:04:14,1,0,False,120,5.0,115,61
APR-002550,Delta Appraisal,Multi-Family,HELOC,2025-08-03 11:04:14,1,1,False,47,33.0,14,116
APR-002551,Horizon Appraisal,Manufactured,Refinance,2025-10-11 11:04:14,2,1,True,486,5.0,148,57
APR-002552,Ocean Appraisal,Condo,Refinance,2025-10-03 11:04:14,1,0,True,22,16.0,6,75
APR-002553,Ocean Appraisal Inc.,Manufactured,Refinance,2025-10-14 11:04:14,1,0,False,17,8.0,9,80
APR-002554,River Appraisal,Manufactured,Purchase,2025-10-09 11:04:14,2,1,True,672,6.0,6,119
APR-002555,Delta Appraisal,Condo,Purchase,2025-09-12 11:04:14,1,0,False,32,24.0,8,111
APR-002556,Delta Appraisal,Single Family,HELOC,2025-08-08 11:04:14,2,1,False,750,29.0,15,133
APR-002557,River Appraisal,Townhouse,Refinance,2025-09-20 11:04:14,2,1,False,510,5.0,5,77
APR-002558,Ocean Appraisal,Condo,Refinance,2025-09-03 11:04:14,1,0,True,18,8.0,10,79
APR-002559,River Appraisal,Condo,HELOC,2025-08-29 11:04:14,1,0,False,21,14.0,7,119
APR-002560,Delta Appraisal,Townhouse,REFINANCE,2025-08-01 11:04:14,1,0,True,27,14.0,13,65
APR-002561,River Appraisal,Condo,Purchase,2025-08-19 11:04:14,1,0,False,15,10.0,5,132
APR-002562,Ocean Appraisal,Multi-Family,Refinance,2025-09-27 11:04:14,1,0,False,17,8.0,9,50
APR-002563,Forest Appraisal,Manufactured,HELOC,2025-10-07 11:04:14,1,0,False,214,16.0,198,81
APR-002564,Ocean Appraisal Inc.,Multi-Family,HELOC,2025-10-04 11:04:14,2,1,False,1116,12.0,9,100
APR-002565,Ocean Appraisal,Multi-Family,Refinance,2025-10-03 11:04:14,1,0,True,27,16.0,11,91
APR-002566,River Appraisal,Single Family,Purchase,2025-07-30 11:04:14,2,1,False,612,18.0,6,117
APR-002567,River Appraisal,Multi-Family,Refinance,2025-08-09 11:04:14,1,1,True,21,14.0,7,75
APR-002568,River Appraisal,Multi-Family,Purchase,2025-09-10 11:04:14,1,0,True,12,7.0,5,136
APR-002569,Forest Appraisal,Condo,Purchase,2025-09-20 11:04:14,1,0,True,224,19.0,205,128
APR-002570,Horizon Appraisal,Single Family,Purchase,2025-09-17 11:04:14,3,1,False,612,17.0,157,141
APR-002571,Forest Appraisal,Condo,Refinance,2025-08-18 11:04:14,1,0,True,244,5.0,239,73
APR-002572,Horizon Appraisal,Townhouse,Purchase,2025-08-24 11:04:14,1,1,False,165,24.0,141,130
APR-002573,Horizon Appraisal,Townhouse,Refinance,2025-09-23 11:04:14,2,1,False,348,5.0,112,78
APR-002574,Ocean Appraisal,Multi-Family,HELOC,2025-10-09 11:04:14,3,1,False,744,29.0,8,101
APR-002575,Forest Appraisals,Single Family,Purchase,2025-09-10 11:04:14,2,1,True,774,16.0,190,162
APR-002576,River Appraisal,Single Family,Refinance,2025-08-11 11:04:14,1,0,True,10,5.0,5,67
APR-002577,Forest Appraisal,Multi-Family,Purchase,2025-08-03 11:04:14,1,1,False,247,29.0,218,121
APR-002578,Horizon Appraisal,Condo,Refinance,2025-07-21 11:04:14,2,1,False,894,6.0,170,50
APR-002579,Forest Appraisal,Townhouse,HELOC,2025-10-10 11:04:14,1,0,True,188,18.0,170,110
APR-002580,Ocean Appraisal,Multi-Family,Refinance,2025-09-25 11:04:14,1,0,False,21,13.0,8,63
APR-002581,Forest Appraisal,Manufactured,Purchase,2025-09-06 11:04:14,1,0,True,206,25.0,181,133
APR-002582,Horizon Appraisal,Single Family,Purchase ,2025-07-30 11:04:14,1,1,True,213,30.0,183,135
APR-002583,Forest Appraisal,Single Family,Purchase,2025-09-19 11:04:14,1,0,True,173,15.0,158,115
APR-002584,Forest Appraisal,Multi-Family,Purchase,2025-08-29 11:04:14,1,1,False,249,31.0,218,163
APR-002585,Delta Appraisal,Multi-Family,Refinance,2025-09-10 11:04:14,1,1,False,41,27.0,14,81
APR-002586,River Appraisal,Multi-Family,Purchase,2025-07-27 11:04:14,3,1,False,1548,25.0,7,148
APR-002587,Forest Appraisal,Condo,Refinance,2025-09-20 11:04:14,5,1,False,480,21.0,235,69
APR-002588,Forest Appraisal,Townhouse,Purchase,2025-07-31 11:04:14,2,1,False,612,19.0,144,111
APR-002589,Forest Appraisal Co.,Condo,Refinance,2025-09-09 11:04:14,1,0,False,218,14.0,204,67
APR-002590,Horizon Appraisal Inc,Manufactured,Refinance,2025-07-30 11:04:14,1,0,False,159,5.0,154,68
APR-002591,Delta Appraisal,Condo,Purchase,2025-09-30 11:04:14,1,1,False,66,57.0,9,175
APR-002592,Forest Appraisal,Single Family,Purchase,2025-09-06 11:04:14,1,0,False,217,21.0,196,130
APR-002593,River Appraisal,Multi-Family,HELOC,2025-08-04 11:04:14,1,0,True,15,9.0,6,98
APR-002594,Ocean Appraisal,Single Family,Refinance,2025-07-28 11:04:14,2,1,True,252,10.0,10,72
APR-002595,Horizon Appraisal,Condo,Purchase,2025-08-25 11:04:14,1,1,False,196,25.0,171,139
APR-002596,Forest Appraisal,Single Family,Purchase,2025-09-16 11:04:14,1,1,True,183,32.0,151,126
APR-002597,Delta Appraisal,Townhouse,Purchase,2025-07-23 11:04:14,1,1,False,59,44.0,15,165
APR-002598,Ocean Appraisal,Townhouse,Purchase,2025-08-21 11:04:14,1,1,False,44,38.0,6,136
APR-002599,Horizon Appraisal,Condo,Purchase,2025-07-23 11:04:14,1,0,False,220,24.0,196,134
APR-002600,Ocean Appraisal,Townhouse,Purchase,2025-10-09 11:04:14,1,0,True,25,19.0,6,139
APR-002601,Forest Appraisal,Manufactured,Purchase,2025-08-21 11:04:14,1,0,True,163,23.0,140,165
APR-002602,Ocean Appraisal,Multi-Family,Refinance,2025-08-18 11:04:14,2,1,False,678,13.0,11,78
APR-002603,River Appraisal,Single Family,Purchase,2025-07-31 11:04:14,1,1,False,27,22.0,5,133
APR-002604,Ocean Appraisal,Townhouse,Refinance,2025-08-02 11:04:14,1,1,True,26,17.0,9,63
APR-002605,River Appraisal,Manufactured,Purchase,2025-09-01 11:04:14,1,1,False,25,18.0,7,132
APR-002606,Delta Appraisal,Townhouse,refinance,2025-08-16 11:04:14,2,1,False,1104,14.0,8,76
APR-002607,Forest Appraisal,Single Family,Purchase,2025-07-28 11:04:14,2,1,False,396,18.0,223,148
APR-002608,Forest Appraisal,Single Family,Refinance,2025-10-02 11:04:14,1,1,True,170,21.0,149,65
APR-002609,Ocean Appraisal Inc.,Condo,Refinance,2025-10-08 11:04:14,2,1,True,264,10.0,7,52
APR-002610,Forest Appraisal,Single Family,Refinance,2025-07-29 11:04:14,1,1,False,189,10.0,179,55
APR-002611,Delta Appraisal,Multi-Family,Refinance,2025-08-24 11:04:14,1,0,False,18,10.0,8,69
APR-002612,Forest Appraisal,Single Family,Purchase,2025-08-05 11:04:14,2,1,True,552,22.0,194,127
APR-002613,Forest Appraisal,Townhouse,Purchase,2025-09-25 11:04:14,1,0,True,156,19.0,137,139
APR-002614,Delta Review,Multi-Family,HELOC,2025-09-01 11:04:14,1,0,True,32,21.0,11,115
APR-002615,Ocean Appraisal,Multi-Family,HELOC,2025-07-25 11:04:14,2,1,True,1476,10.0,10,102
APR-002616,Horizon Appraisal,Single Family,Refinance,2025-09-19 11:04:14,2,1,False,444,5.0,141,76
APR-002617,Forest Appraisal,Condo,Purchase,2025-10-14 11:04:14,1,0,False,210,27.0,183,147
APR-002618,River Appraisal,Single Family,Purchase,2025-09-27 11:04:14,1,1,False,29,22.0,7,142
APR-002619,Forest Appraisal,Multi-Family,Refinance,2025-09-05 11:04:14,1,0,True,203,14.0,189,72
APR-002620,Delta Appraisal,Condo,Refinance,2025-07-26 11:04:14,2,1,False,732,12.0,10,73
APR-002621,Horizon Appraisal,Manufactured,refinance,2025-09-04 11:04:14,1,1,False,195,16.0,179,75
APR-002622,Horizon Appraisal Co.,Condo,Purchase,2025-08-20 11:04:14,1,1,True,176,,152,125
APR-002623,Forest Appraisal,Condo,Purchase,2025-09-28 11:04:14,1,1,True,162,32.0,130,140
APR-002624,Delta Appraisal,Multi-Family,Refinance,2025-09-20 11:04:14,1,0,False,27,17.0,10,90
APR-002625,Delta Appraisal,Townhouse,Refinance,2025-09-22 11:04:14,1,0,True,29,15.0,14,76
APR-002626,River Appraisal,Townhouse,Refinance,2025-08-23 11:04:14,1,0,True,16,9.0,7,77
APR-002627,Delta Appraisal,Single Family,Purchase ,2025-08-14 11:04:14,3,1,False,1038,32.0,15,129
APR-002628,Delta Appraisal,Condo,Purchase,2025-07-22 11:04:14,3,1,False,624,27.0,13,152
APR-002629,River Appraisal,Single Family,HELOC,2025-08-20 11:04:14,2,1,False,1452,14.0,6,110
APR-002630,Forest Appraisal Co.,Manufactured,HELOC,2025-08-12 11:04:14,2,1,True,366,15.0,137,109
APR-002631,Ocean Appraisal,Manufactured,Purchase,2025-08-30 11:04:14,1,1,True,51,41.0,10,133
APR-002632,River Appraisal,Townhouse,Purchase,2025-09-25 11:04:14,1,1,True,21,17.0,4,135
APR-002633,Forest Appraisal,Townhouse,Purchase,2025-10-03 11:04:14,1,0,False,145,23.0,122,140
APR-002634,River Appraisal,Single Family,heloc,2025-10-05 11:04:14,1,0,False,10,6.0,4,114
APR-002635,River Appraisal,Condo,Purchase,2025-08-21 11:04:14,1,0,False,14,7.0,7,128
APR-002636,River Appraisal,Manufactured,Heloc,2025-09-23 11:04:14,2,1,True,702,10.0,7,106
APR-002637,Ocean Appraisal,Multi-Family,Refinance,2025-10-13 11:04:14,2,1,False,516,25.0,9,69
APR-002638,River Appraisal,Manufactured,Refinance,2025-10-06 11:04:14,1,0,True,11,7.0,4,70
APR-002639,Delta Appraisal,Condo,Purchase,2025-09-11 11:04:14,1,1,False,51,41.0,10,145
APR-002640,River Appraisal,Multi-Family,Purchase,2025-09-29 11:04:14,2,1,False,450,17.0,4,139
APR-002641,Forest Appraisal,Townhouse,Purchase,2025-09-10 11:04:14,1,0,True,249,23.0,226,114
APR-002642,Forest Appraisal,Multi-Family,HELOC,2025-07-28 11:04:14,1,1,False,258,30.0,228,91
APR-002643,Forest Appraisal Co.,Condo,Purchase,2025-08-08 11:04:14,1,1,True,216,34.0,182,149
APR-002644,Delta Appraisal,Townhouse,Purchase,2025-08-09 11:04:14,1,0,True,33,19.0,14,119
APR-002645,Ocean Appraisal,Multi-Family,Refinance,2025-08-08 11:04:14,1,0,True,17,7.0,10,69
APR-002646,Delta Appraisal,Single Family,Purchase,2025-08-04 11:04:14,1,1,False,65,50.0,15,174
APR-002647,Horizon Appraisal,Multi-Family,Purchase,2025-10-07 11:04:14,1,1,False,193,20.0,173,123
APR-002648,Ocean Appraisal LLC,Single Family,Refinance,2025-08-03 11:04:14,1,0,True,18,11.0,7,80
APR-002649,Delta Appraisal,Single Family,Purchase,2025-09-04 11:04:14,1,1,True,39,31.0,8,133
APR-002650,Ocean Appraisal,Single Family,Refinance,2025-10-07 11:04:14,1,0,False,27,20.0,7,76
APR-002651,Forest Appraisal,Townhouse,Purchase,2025-07-27 11:04:14,2,1,True,678,31.0,174,134
APR-002652,Forest Appraisal,Single Family,HELOC,2025-10-01 11:04:14,1,0,False,255,16.0,239,119
APR-002653,Ocean Appraisal,Manufactured,HELOC,2025-07-30 11:04:14,1,1,False,24,16.0,8,88
APR-002654,River Appraisal,Condo,Refinance,2025-07-27 11:04:14,3,1,True,624,9.0,5,59
APR-002655,Forest Appraisal,Multi-Family,Purchase,2025-09-27 11:04:14,1,1,True,214,27.0,187,117
APR-002656,Forest Appraisal,Condo,PURCHASE,2025-09-16 11:04:14,3,1,False,2142,34.0,199,133
APR-002657,Forest Appraisal,Townhouse,Purchase,2025-10-13 11:04:14,5,1,True,570,34.0,143,131
APR-002658,Delta Appraisal,Single Family,Purchase,2025-07-22 11:04:14,2,1,False,882,29.0,15,144
APR-002659,Delta Appraisal,Multi-Family,Purchase,2025-09-20 11:04:14,1,1,False,52,38.0,14,128
APR-002660,Forest Appraisal,Single Family,Purchase,2025-08-14 11:04:14,1,1,False,179,35.0,144,141
APR-002661,Forest Appraisal,Townhouse,Purchase,2025-08-04 11:04:14,2,1,True,588,30.0,123,152
APR-002662,River Appraisal,Multi-Family,Purchase,2025-10-12 11:04:14,2,1,False,1158,15.0,4,143
APR-002663,Ocean Appraisal,Condo,Refinance,2025-07-31 11:04:14,1,0,True,21,14.0,7,60
APR-002664,Ocean Appraisal,Townhouse,HELOC,2025-08-22 11:04:14,1,1,True,35,28.0,7,109
APR-002665,Ocean Appraisal,Townhouse,Refinance,2025-08-01 11:04:14,2,1,False,534,8.0,10,67
APR-002666,Ocean Appraisal,Condo,Refinance,2025-10-02 11:04:14,1,0,True,20,11.0,9,58
APR-002667,Forest Appraisal,Manufactured,Purchase,2025-08-28 11:04:14,1,0,True,185,25.0,160,149
APR-002668,Forest Appraisal,Townhouse,Refinance,2025-08-05 11:04:14,2,1,True,624,11.0,234,72
APR-002669,Delta Appraisal,Single Family,Refinance,2025-08-30 11:04:14,1,0,False,23,13.0,10,86
APR-002670,River Appraisal,Townhouse,HELOC,2025-10-09 11:04:14,1,1,False,20,15.0,5,97
APR-002671,River-Appraisal,Single Family,Refinance,2025-07-26 11:04:14,1,0,True,12,5.0,7,56
APR-002672,Forest Appraisal,Townhouse,Refinance,2025-08-04 11:04:14,1,0,True,230,5.0,225,52
APR-002673,Forest Appraisal,Single Family,Purchase,2025-09-16 11:04:14,1,0,False,260,21.0,239,149
APR-002674,Ocean Appraisal,Condo,Refinance,2025-08-21 11:04:14,1,0,True,25,17.0,8,76
APR-002675,"Ocean Appraisal, Inc.",Condo,Refinance,2025-08-02 11:04:14,1,0,False,18,8.0,10,60
APR-002676,Horizon Appraisal,Multi-Family,Purchase,2025-09-18 11:04:14,2,1,True,804,15.0,155,136
APR-002677,Horizon Appraisal,Manufactured,Refinance,2025-09-07 11:04:14,2,1,True,432,9.0,200,66
APR-002678,River Appraisal,Condo,Purchase,2025-10-08 11:04:14,1,1,True,23,19.0,4,121
APR-002679,Horizon Appraisal,Manufactured,Purchase,2025-09-18 11:04:14,1,1,False,166,21.0,145,144
APR-002680,Delta Appraisal,Condo,Purchase,2025-09-23 11:04:14,1,1,False,58,48.0,10,170
APR-002681,Horizon Appraisal,Manufactured,Purchase,2025-09-08 11:04:14,2,1,True,678,16.0,218,125
APR-002682,Delta Appraisal,Single Family,Refinance,2025-08-14 11:04:14,1,0,False,21,13.0,8,72
APR-002683,Forest Appraisal,Single Family,Purchase,2025-08-12 11:04:14,1,0,False,154,20.0,134,106
APR-002684,River Appraisal,Single Family,Purchase,2025-08-03 11:04:14,3,1,False,594,15.0,4,120
APR-002685,Ocean Appraisal,Condo,HELOC,2025-09-01 11:04:14,4,1,False,456,24.0,8,112
APR-002686,River Appraisal Inc.,Multi-Family,Purchase,2025-09-25 11:04:14,1,1,False,29,25.0,4,152
APR-002687,Forest Appraisal,Single Family,Purchase,2025-08-14 11:04:14,1,0,False,201,18.0,183,138
APR-002688,Forest Appraisal,Condo,purchase,2025-10-14 11:04:14,2,1,False,954,15.0,212,142
APR-002689,Horizon Appraisal,Multi-Family,Refinance,2025-10-14 11:04:14,1,0,False,169,5.0,164,74
APR-002690,River Appraisal Inc.,Manufactured,Purchase,2025-07-30 11:04:14,2,1,False,660,21.0,6,129
APR-002691,Ocean Appraisal Inc.,Condo,Refinance,2025-10-01 11:04:14,1,0,True,18,11.0,7,68
APR-002692,Ocean Appraisal,Single Family,Purchase,2025-08-04 11:04:14,1,1,False,30,24.0,6,144
APR-002693,Forest Appraisal,Multi-Family,Purchase,2025-09-27 11:04:14,1,0,False,171,23.0,148,144
APR-002694,Forest Appraisal Inc,Condo,Refinance,2025-09-15 11:04:14,1,1,False,231,23.0,208,65
APR-002695,Delta Appraisal,Multi-Family,refinance,2025-08-24 11:04:14,2,1,False,1044,17.0,10,72
APR-002696,Horizon Appraisals,Single Family,Refinance,2025-09-11 11:04:14,1,0,False,147,9.0,138,66
APR-002697,River Appraisal,Single Family,Purchase,2025-07-24 11:04:14,1,1,False,28,23.0,5,149
APR-002698,Delta Appraisal,Condo,Refinance,2025-09-19 11:04:14,3,1,True,930,16.0,14,75
APR-002699,Ocean Appraisal,Multi-Family,Refinance,2025-09-09 11:04:14,1,0,False,24,13.0,11,73
APR-002700,Delta Appraisal,Manufactured,Refinance,2025-08-19 11:04:14,1,0,False,22,14.0,8,79
APR-002701,Delta Appraisal,Multi-Family,Purchase,2025-08-15 11:04:14,1,1,False,51,41.0,10,146
APR-002702,Forest Appraisal,Manufactured,Purchase,2025-07-28 11:04:14,1,0,True,175,22.0,153,118
APR-002703,Horizon Appraisal,Condo,HELOC,2025-08-02 11:04:14,2,1,False,720,19.0,204,79
APR-002704,Horizon Appraisal,Multi-Family,Refinance,2025-08-14 11:04:14,1,0,False,190,6.0,184,57
APR-002705,Forest Appraisal,Manufactured,Refinance,2025-09-26 11:04:14,1,0,True,242,13.0,229,72
APR-002706,Ocean Appraisal,Multi-Family,Refinance,2025-09-14 11:04:14,2,1,True,366,11.0,9,71
APR-002707,River Appraisal,Multi-Family,Purchase,2025-09-06 11:04:14,1,1,False,31,25.0,6,122
APR-002708,Forest Appraisal Inc,Multi-Family,Purchase,2025-09-02 11:04:14,2,1,False,732,23.0,227,136
APR-002709,Forest Appraisal,Single Family,Purchase,2025-07-30 11:04:14,1,1,False,158,34.0,124,146
APR-002710,River Appraisal,Single Family,Purchase,2025-08-28 11:04:14,1,1,False,17,11.0,6,127
APR-002711,Forest Appraisal,Single Family,Purchase,2025-09-24 11:04:14,2,1,False,498,27.0,143,136
APR-002712,Ocean Appraisal,Townhouse,Purchase,2025-07-18 11:04:14,1,1,False,35,25.0,10,129
APR-002713,Forest Appraisal,Single Family,Purchase,2025-10-06 11:04:14,1,0,False,161,18.0,143,130
APR-002714,Forest Appraisal,Manufactured,Purchase,2025-09-27 11:04:14,3,1,True,810,27.0,194,132
APR-002715,Ocean Appraisal,Single Family,Refinance,2025-09-16 11:04:14,1,0,True,18,7.0,11,81
APR-002716,"Ocean Appraisal, Inc.",Single Family,Refinance,2025-08-25 11:04:14,2,1,True,702,9.0,11,55
APR-002717,River Appraisal,Manufactured,Purchase ,2025-09-05 11:04:14,1,1,True,28,24.0,4,118
APR-002718,Forest Appraisal Co.,Townhouse,Purchase,2025-09-05 11:04:14,2,1,False,1542,24.0,161,137
APR-002719,Forest Appraisal,Townhouse,Refinance,2025-07-29 11:04:14,5,1,True,948,19.0,238,62
APR-002720,Horizon Appraisal,Single Family,Refinance,2025-09-19 11:04:14,2,1,False,288,5.0,173,67
APR-002721,Delta Appraisal,Single Family,Refinance,2025-08-05 11:04:14,3,1,True,816,13.0,9,78
APR-002722,Delta Appraisal,Manufactured,Refinance,2025-09-16 11:04:14,3,1,True,582,12.0,8,66
APR-002723,Ocean Appraisal,Multi-Family,Purchase,2025-08-05 11:04:14,1,1,False,41,34.0,7,156
APR-002724,Ocean Appraisal,Condo,Refinance,2025-07-28 11:04:14,2,1,False,522,9.0,10,72
APR-002725,Forest Appraisal,Condo,Refinance,2025-10-08 11:04:14,1,0,False,244,9.0,235,84
APR-002726,Forest Appraisal,Manufactured,HELOC,2025-09-19 11:04:14,1,1,False,225,30.0,195,115
APR-002727,Delta Appraisal,Multi-Family,Refinance,2025-08-29 11:04:14,2,1,True,852,14.0,8,76
APR-002728,Forest Appraisal,Manufactured,Purchase,2025-09-01 11:04:14,1,0,False,218,21.0,197,123
APR-002729,Horizon Appraisal,Multi-Family,Purchase,2025-10-12 11:04:14,2,1,True,516,14.0,129,123
APR-002730,Forest Appraisal,Manufactured,Purchase,2025-10-03 11:04:14,1,1,True,270,33.0,237,131
APR-002731,Ocean Appraisal,Multi-Family,HELOC,2025-09-27 11:04:14,1,0,True,28,17.0,11,92
APR-002732,Ocean Appraisal,Townhouse,Refinance,2025-08-04 11:04:14,1,0,True,19,11.0,8,75
APR-002733,Delta Appraisal,Multi-Family,Refinance,2025-07-28 11:04:14,1,0,False,22,11.0,11,77
APR-002734,Ocean Appraisal Inc.,Townhouse,REFINANCE,2025-08-07 11:04:14,1,0,True,18,8.0,10,63
APR-002735,Forest Appraisal,Townhouse,Purchase,2025-09-28 11:04:14,1,1,False,153,28.0,125,129
APR-002736,River Appraisal,Multi-Family,Purchase,2025-08-08 11:04:14,1,1,True,27,21.0,6,142
APR-002737,River Appraisal,Multi-Family,HELOC,2025-08-18 11:04:14,1,0,False,15,9.0,6,95
APR-002738,Forest Appraisal,Multi-Family,HELOC,2025-09-27 11:04:14,1,1,True,215,35.0,180,126
APR-002739,Ocean Appraisal,Multi-Family,Refinance,2025-08-22 11:04:14,1,0,False,19,8.0,11,54
APR-002740,Horizon Appraisal,Condo,Refinance,2025-10-12 11:04:14,1,0,True,196,5.0,191,62
APR-002741,Horizon Appraisal,Townhouse,Purchase,2025-10-04 11:04:14,1,0,True,158,11.0,147,135
APR-002742,River Appraisal,Manufactured,Purchase,2025-09-07 11:04:14,1,1,False,25,18.0,7,122
APR-002743,Horizon Appraisal,Single Family,Purchase,2025-10-12 11:04:14,1,1,False,143,16.0,127,127
APR-002744,Delta Appraisal,Condo,HELOC,2025-07-24 11:04:14,2,1,True,924,24.0,9,102
APR-002745,Delta Appraisal,Townhouse,Purchase,2025-07-30 11:04:14,1,1,False,45,35.0,10,133
APR-002746,Horizon Appraisal,Single Family,Purchase,2025-09-06 11:04:14,1,1,False,155,20.0,135,122
APR-002747,Forest Appraisal,Single Family,Purchase,2025-09-14 11:04:14,1,1,True,261,39.0,222,136
APR-002748,River Appraisal,Manufactured,PURCHASE,2025-10-07 11:04:14,1,0,False,13,9.0,4,109
APR-002749,Horizon Appraisal,Single Family,PURCHASE,2025-08-09 11:04:14,2,1,False,960,27.0,215,141
APR-002750,Horizon Appraisal,Multi-Family,Refinance,2025-08-11 11:04:14,2,1,True,612,6.0,201,57
APR-002751,River Appraisal,Manufactured,Purchase,2025-08-29 11:04:14,5,1,False,1602,19.0,5,138
APR-002752,Horizon Appraisal,Single Family,Purchase,2025-09-15 11:04:14,2,1,False,762,10.0,133,129
APR-002753,River Appraisal,Condo,purchase,2025-09-24 11:04:14,1,0,True,10,5.0,5,131
APR-002754,Horizon Appraisal,Townhouse,Purchase,2025-08-13 11:04:14,2,1,True,1332,17.0,168,123
APR-002755,Delta Appraisal,Multi-Family,purchase,2025-10-01 11:04:14,1,1,False,57,47.0,10,141
APR-002756,Ocean Appraisal LLC,Multi-Family,HELOC,2025-09-01 11:04:14,1,0,True,25,16.0,9,110
APR-002757,Horizon Appraisal Inc,Single Family,Purchase,2025-08-13 11:04:14,1,1,False,185,22.0,163,129
APR-002758,Horizon Appraisal,Condo,Purchase,2025-10-06 11:04:14,1,1,True,168,14.0,154,124
APR-002759,Ocean Appraisal,Multi-Family,Purchase,2025-08-21 11:04:14,1,1,True,38,28.0,10,129
APR-002760,Ocean Appraisal,Multi-Family,Purchase,2025-09-12 11:04:14,1,1,False,30,21.0,9,118
APR-002761,Delta Appraisal,Condo,Purchase,2025-08-19 11:04:14,1,1,False,65,50.0,15,169
APR-002762,Ocean Appraisal,Townhouse,Purchase,2025-09-09 11:04:14,2,1,False,240,31.0,7,143
APR-002763,River Appraisal,Multi-Family,PURCHASE,2025-08-30 11:04:14,3,1,False,1236,17.0,6,146
APR-002764,Horizon Appraisal,Condo,Refinance,2025-10-13 11:04:14,2,1,True,924,14.0,188,75
APR-002765,Horizon Appraisal,Manufactured,Purchase,2025-10-13 11:04:14,1,0,True,206,12.0,194,132
APR-002766,Horizon Appraisal,Manufactured,Refinance,2025-09-26 11:04:14,2,1,False,282,5.0,183,60
APR-002767,Forest Appraisal,Manufactured,Purchase,2025-10-10 11:04:14,1,0,False,211,19.0,192,134
APR-002768,Delta Appraisal,Townhouse,Purchase,2025-10-10 11:04:14,5,1,False,738,46.0,8,142
APR-002769,Ocean Appraisal LLC,Condo,Purchase,2025-09-13 11:04:14,2,1,False,1146,27.0,10,129
APR-002770,Horizon Appraisal,Multi-Family,Refinance,2025-07-31 11:04:14,1,0,False,124,8.0,116,79
APR-002771,River Appraisal,Multi-Family,Purchase,2025-07-17 11:04:14,1,1,False,30,24.0,6,129
APR-002772,Forest Appraisal,Manufactured,Refinance,2025-10-06 11:04:14,5,1,True,702,14.0,234,70
APR-002773,Ocean Appraisal Inc.,Multi-Family,Purchase,2025-08-10 11:04:14,1,1,True,35,27.0,8,119
APR-002774,Delta Appraisal,Multi-Family,Refinance,2025-10-01 11:04:14,1,0,True,25,11.0,14,84
APR-002775,Forest Appraisal,Manufactured,Purchase,2025-08-10 11:04:14,1,1,False,151,29.0,122,132
APR-002776,Ocean Appraisal,Single Family,Refinance,2025-09-01 11:04:14,2,1,False,402,5.0,6,66
APR-002777,River Appraisal,Single Family,Refinance,2025-09-19 11:04:14,2,1,False,768,6.0,6,67
APR-002778,Horizon Appraisal,Multi-Family,Refinance,2025-09-13 11:04:14,3,1,False,774,7.0,194,53
APR-002779,Horizon Appraisal,Multi-Family,Purchase,2025-09-24 11:04:14,3,1,False,516,15.0,199,127
APR-002780,Delta Review,Single Family,heloc,2025-08-28 11:04:14,1,1,False,36,28.0,8,96
APR-002781,Forest Appraisal,Condo,Purchase,2025-09-02 11:04:14,2,1,False,852,18.0,131,150
APR-002782,Delta Appraisal,Multi-Family,Refinance,2025-09-24 11:04:14,1,0,False,33,21.0,12,80
APR-002783,Horizon Appraisal,Multi-Family,Purchase,2025-10-09 11:04:14,1,1,False,223,19.0,204,130
APR-002784,River Appraisal,Single Family,Purchase ,2025-07-29 11:04:14,2,1,False,624,11.0,6,128
APR-002785,Ocean Appraisal LLC,Manufactured,Purchase,2025-07-19 11:04:14,1,1,True,32,23.0,9,149
APR-002786,Horizon Appraisal,Manufactured,Purchase,2025-10-04 11:04:14,1,0,True,210,14.0,196,129
APR-002787,Ocean Appraisal,Manufactured,Refinance,2025-09-19 11:04:14,1,0,True,13,5.0,8,71
APR-002788,Ocean Appraisal,Condo,Refinance,2025-09-08 11:04:14,2,1,True,348,13.0,9,69
APR-002789,Forest Appraisal,Multi-Family,Refinance,2025-09-25 11:04:14,1,0,True,140,10.0,130,79
APR-002790,Ocean Appraisal,Single Family,Purchase,2025-09-15 11:04:14,1,1,False,32,24.0,8,136
APR-002791,River Appraisal,Multi-Family,HELOC,2025-09-14 11:04:14,2,1,True,618,6.0,6,94
APR-002792,Horizon Appraisal,Condo,Purchase,2025-09-02 11:04:14,1,1,False,170,20.0,150,132
